gene,transcripts,chromosome,position,strand,annotation source
USE1,ENST00000263897.5,chr19,17326167,+,GENCODE
USF1,ENST00000368020.1,chr1,161014730,-,GENCODE
USF1,ENST00000368021.3,chr1,161015766,-,GENCODE
USF2,ENST00000222305.3,chr19,35759967,+,GENCODE
USH1C,"ENST00000005226.7,ENST00000318024.4",chr11,17565907,-,GENCODE
USH1G,ENST00000319642.1,chr17,72919350,-,GENCODE
USH2A,ENST00000307340.3,chr1,216596737,-,GENCODE
USHBP1,ENST00000252597.3,chr19,17375604,-,GENCODE
USMG5,"ENST00000309579.3,ENST00000337003.4,ENST00000369815.1",chr10,105156213,-,GENCODE
USMG5,"ENST00000369811.1,ENST00000369825.1",chr10,105155804,-,GENCODE
USO1,"ENST00000514213.2,ENST00000538159.1",chr4,76650003,+,GENCODE
USP1,ENST00000339950.4,chr1,62902325,+,GENCODE
USP1,ENST00000371146.1,chr1,62901974,+,GENCODE
USP10,ENST00000219473.7,chr16,84733583,+,GENCODE
USP11,ENST00000218348.3,chrX,47092313,+,GENCODE
USP11,ENST00000377107.2,chrX,47092088,+,GENCODE
USP12,ENST00000282344.6,chr13,27746032,-,GENCODE
USP13,ENST00000263966.3,chr3,179370542,+,GENCODE
USP14,ENST00000261601.7,chr18,158607,+,GENCODE
USP15,"ENST00000280377.5,ENST00000353364.3,ENST00000393654.3",chr12,62654147,+,GENCODE
USP16,"ENST00000334352.4,ENST00000399975.3,ENST00000399976.2",chr21,30396956,+,GENCODE
USP17L10,ENST00000417945.1,chr4,9212382,+,GENCODE
USP17L11,ENST00000457736.1,chr4,9217130,+,GENCODE
USP17L12,ENST00000415041.1,chr4,9221877,+,GENCODE
USP17L13,ENST00000421288.2,chr4,9212382,+,GENCODE
USP17L13,ENST00000429667.1,chr4,9226621,+,GENCODE
USP17L15,ENST00000456464.1,chr4,9236110,+,GENCODE
USP17L17,ENST00000511568.1,chr4,9245604,+,GENCODE
USP17L18,ENST00000504209.1,chr4,9250355,+,GENCODE
USP17L19,ENST00000515566.1,chr4,9255103,+,GENCODE
USP17L2,ENST00000333796.3,chr8,11996585,-,GENCODE
USP17L20,ENST00000506151.1,chr4,9259849,+,GENCODE
USP17L21,ENST00000506414.1,chr4,9264597,+,GENCODE
USP17L22,ENST00000511280.1,chr4,9269344,+,GENCODE
USP17L23,ENST00000506619.2,chr4,9274089,+,GENCODE
USP17L24,ENST00000504481.1,chr4,9326890,+,GENCODE
USP17L25,ENST00000509271.1,chr4,9331636,+,GENCODE
USP17L26,ENST00000509660.1,chr4,9336383,+,GENCODE
USP17L27,ENST00000515574.1,chr4,9345873,+,GENCODE
USP17L28,ENST00000504543.1,chr4,9350618,+,GENCODE
USP17L29,ENST00000511681.1,chr4,9355363,+,GENCODE
USP17L30,ENST00000504104.1,chr4,9364854,+,GENCODE
USP17L5,ENST00000507227.1,chr4,9341128,+,GENCODE
USP18,ENST00000215794.7,chr22,18632665,+,GENCODE
USP19,"ENST00000398888.2,ENST00000398892.3,ENST00000434032.2",chr3,49158314,-,GENCODE
USP2,ENST00000260187.2,chr11,119252435,-,GENCODE
USP20,"ENST00000315480.4,ENST00000358355.1,ENST00000372429.3",chr9,132597742,+,GENCODE
USP21,"ENST00000289865.8,ENST00000368002.3",chr1,161129260,+,GENCODE
USP22,ENST00000261497.4,chr17,20946351,-,GENCODE
USP24,ENST00000294383.6,chr1,55680785,-,GENCODE
USP25,ENST00000285679.6,chr21,17102343,+,GENCODE
USP26,ENST00000370832.1,chrX,132162299,-,GENCODE
USP26,ENST00000406273.1,chrX,132217804,-,GENCODE
USP26,ENST00000511190.1,chrX,132231134,-,GENCODE
USP27X,ENST00000508866.2,chrX,49644469,+,GENCODE
USP28,ENST00000003302.4,chr11,113746291,-,GENCODE
USP29,ENST00000254181.4,chr19,57631410,+,GENCODE
USP29,ENST00000598197.1,chr19,57640010,+,GENCODE
USP3,ENST00000380324.3,chr15,63796809,+,GENCODE
USP30,ENST00000257548.5,chr12,109490390,+,GENCODE
USP31,ENST00000219689.7,chr16,23160590,-,GENCODE
USP32,ENST00000300896.4,chr17,58469494,-,GENCODE
USP33,ENST00000370794.3,chr1,78225536,-,GENCODE
USP34,ENST00000398571.2,chr2,61697903,-,GENCODE
USP35,ENST00000529308.1,chr11,77899952,+,GENCODE
USP36,ENST00000312010.6,chr17,76836968,-,GENCODE
USP36,ENST00000542802.3,chr17,76836751,-,GENCODE
USP37,"ENST00000258399.3,ENST00000418019.1,ENST00000454775.1",chr2,219433047,-,GENCODE
USP38,ENST00000307017.4,chr4,144106097,+,GENCODE
USP39,"ENST00000323701.6,ENST00000409470.1",chr2,85843299,+,GENCODE
USP4,ENST00000265560.4,chr3,49377503,-,GENCODE
USP40,ENST00000251722.6,chr2,234475427,-,GENCODE
USP40,"ENST00000427112.2,ENST00000450966.1",chr2,234474235,-,GENCODE
USP41,ENST00000292729.8,chr22,20731540,-,GENCODE
USP41,ENST00000454608.2,chr22,20745047,-,GENCODE
USP42,ENST00000306177.5,chr7,6144514,+,GENCODE
USP43,"ENST00000285199.7,ENST00000570475.1",chr17,9548853,+,GENCODE
USP44,ENST00000258499.3,chr12,95945265,-,GENCODE
USP44,ENST00000393091.2,chr12,95942619,-,GENCODE
USP44,ENST00000537435.2,chr12,95942047,-,GENCODE
USP45,"ENST00000327681.6,ENST00000500704.2",chr6,99963275,-,GENCODE
USP46,ENST00000441222.3,chr4,53525501,-,GENCODE
USP47,"ENST00000399455.2,ENST00000527733.1",chr11,11863566,+,GENCODE
USP48,ENST00000308271.9,chr1,22110098,-,GENCODE
USP49,ENST00000373009.3,chr6,41774720,-,GENCODE
USP49,ENST00000394253.3,chr6,41861897,-,GENCODE
USP5,ENST00000229268.8,chr12,6961291,+,GENCODE
USP50,ENST00000532404.1,chr15,50838895,-,GENCODE
USP51,ENST00000500968.3,chrX,55515634,-,GENCODE
USP53,ENST00000274030.6,chr4,120133790,+,GENCODE
USP53,ENST00000450251.1,chr4,120160370,+,GENCODE
USP54,ENST00000339859.4,chr10,75385407,-,GENCODE
USP54,ENST00000408019.1,chr10,75335432,-,GENCODE
USP6,ENST00000250066.6,chr17,5031686,+,GENCODE
USP6,ENST00000574788.1,chr17,5019732,+,GENCODE
USP6NL,ENST00000277575.5,chr10,11574273,-,GENCODE
USP7,ENST00000344836.4,chr16,9057340,-,GENCODE
USP8,"ENST00000307179.4,ENST00000396444.3,ENST00000433963.1",chr15,50716578,+,GENCODE
USP9X,ENST00000378308.2,chrX,40944887,+,GENCODE
USP9Y,ENST00000338981.3,chrY,14813159,+,GENCODE
USPL1,ENST00000255304.4,chr13,31191919,+,GENCODE
UST,ENST00000367463.4,chr6,149068463,+,GENCODE
UTF1,ENST00000304477.2,chr10,135043777,+,GENCODE
UTP11L,ENST00000373014.4,chr1,38478413,+,GENCODE
UTP14A,"ENST00000394422.3,ENST00000425117.2",chrX,129040127,+,GENCODE
UTP14C,ENST00000521776.2,chr13,52598826,+,GENCODE
UTP15,ENST00000296792.4,chr5,72861565,+,GENCODE
UTP18,ENST00000225298.7,chr17,49337888,+,GENCODE
UTP20,ENST00000261637.4,chr12,101673886,+,GENCODE
UTP23,ENST00000309822.2,chr8,117778741,+,GENCODE
UTP3,ENST00000254803.2,chr4,71554195,+,GENCODE
UTP6,ENST00000261708.4,chr17,30228783,-,GENCODE
UTRN,ENST00000367545.3,chr6,144612964,+,GENCODE
UTS2,ENST00000361696.5,chr1,7913094,-,GENCODE
UTS2B,ENST00000340524.5,chr3,191048324,-,GENCODE
UTS2B,ENST00000427544.2,chr3,191000191,-,GENCODE
UTS2R,ENST00000313135.2,chr17,80332152,+,GENCODE
UTY,ENST00000331397.4,chrY,15592552,-,GENCODE
UTY,ENST00000382896.4,chrY,15591544,-,GENCODE
UVRAG,ENST00000356136.3,chr11,75526211,+,GENCODE
UVSSA,"ENST00000389851.4,ENST00000511216.1",chr4,1341078,+,GENCODE
UVSSA,ENST00000507531.1,chr4,1341493,+,GENCODE
UXS1,"ENST00000283148.7,ENST00000409501.3",chr2,106810774,-,GENCODE
UXT,ENST00000333119.3,chrX,47518559,-,GENCODE
VAC14,ENST00000261776.5,chr16,70835063,-,GENCODE
VAMP1,ENST00000396308.3,chr12,6579842,-,GENCODE
VAMP2,ENST00000316509.6,chr17,8066292,-,GENCODE
VAMP3,ENST00000054666.6,chr1,7831328,+,GENCODE
VAMP4,"ENST00000236192.7,ENST00000367740.2,ENST00000415773.1",chr1,171711266,-,GENCODE
VAMP5,ENST00000306384.4,chr2,85811530,+,GENCODE
VAMP7,ENST00000286448.6,chrX,155110955,+,GENCODE
VAMP8,ENST00000263864.5,chr2,85804613,+,GENCODE
VANGL1,ENST00000310260.3,chr1,116185249,+,GENCODE
VANGL1,"ENST00000355485.2,ENST00000369510.4",chr1,116184592,+,GENCODE
VANGL1,ENST00000369509.1,chr1,116194022,+,GENCODE
VANGL2,ENST00000368061.2,chr1,160370375,+,GENCODE
VAPA,ENST00000400000.2,chr18,9913998,+,GENCODE
VAPB,ENST00000475243.1,chr20,56964177,+,GENCODE
VARS,ENST00000375663.3,chr6,31763729,-,GENCODE
VARS2,"ENST00000321897.5,ENST00000416670.2",chr6,30881981,+,GENCODE
VASH1,ENST00000167106.4,chr14,77228531,+,GENCODE
VASH2,ENST00000517399.1,chr1,213124884,+,GENCODE
VASN,ENST00000304735.3,chr16,4421848,+,GENCODE
VASP,ENST00000245932.6,chr19,46010673,+,GENCODE
VAT1,ENST00000355653.3,chr17,41174434,-,GENCODE
VAT1L,ENST00000302536.2,chr16,77822426,+,GENCODE
VAV1,ENST00000602142.1,chr19,6772736,+,GENCODE
VAV2,ENST00000371851.1,chr9,136857725,-,GENCODE
VAV2,ENST00000406606.3,chr9,136857402,-,GENCODE
VAV3,ENST00000370056.4,chr1,108507765,-,GENCODE
VAX1,ENST00000369206.5,chr10,118897566,-,GENCODE
VAX2,ENST00000234392.2,chr2,71127719,+,GENCODE
VBP1,ENST00000286428.5,chrX,154444642,+,GENCODE
VCAM1,ENST00000294728.2,chr1,101185315,+,GENCODE
VCAN,ENST00000502527.2,chr5,82767743,+,GENCODE
VCL,ENST00000211998.4,chr10,75757871,+,GENCODE
VCP,ENST00000358901.6,chr9,35073245,-,GENCODE
VCPIP1,ENST00000310421.4,chr8,67579451,-,GENCODE
VCPKMT,ENST00000395860.2,chr14,50583274,-,GENCODE
VCX,"ENST00000341408.4,ENST00000381059.3",chrX,7810302,+,GENCODE
VCX2,ENST00000317103.4,chrX,8139307,-,GENCODE
VCX3A,"ENST00000381089.3,ENST00000398729.1",chrX,6453158,-,GENCODE
VCX3B,"ENST00000381029.4,ENST00000440654.2",chrX,8433420,+,GENCODE
VCX3B,"ENST00000381032.1,ENST00000444481.1,ENST00000453306.1",chrX,8432870,+,GENCODE
VCY,ENST00000250825.4,chrY,16098392,-,GENCODE
VCY1B,ENST00000250823.4,chrY,16168096,+,GENCODE
VDAC1,ENST00000265333.3,chr5,133340823,-,GENCODE
VDAC1,"ENST00000395044.3,ENST00000395047.2",chr5,133340482,-,GENCODE
VDAC2,ENST00000332211.6,chr10,76970508,+,GENCODE
VDAC2,ENST00000543351.1,chr10,76969911,+,GENCODE
VDAC3,"ENST00000022615.4,ENST00000392935.3,ENST00000521158.1",chr8,42249395,+,GENCODE
VDR,"ENST00000229022.3,ENST00000549336.1",chr12,48298808,-,GENCODE
VDR,ENST00000395324.2,chr12,48336830,-,GENCODE
VEGFA,"ENST00000523125.1,ENST00000523950.1",chr6,43738964,+,GENCODE
VEGFB,ENST00000426086.2,chr11,64002291,+,GENCODE
VEGFC,ENST00000280193.2,chr4,177713880,-,GENCODE
VENTX,ENST00000325980.9,chr10,135050907,+,GENCODE
VEPH1,ENST00000362010.2,chr3,157221215,-,GENCODE
VEPH1,ENST00000392832.2,chr3,157217342,-,GENCODE
VEZF1,ENST00000581208.1,chr17,56065512,-,GENCODE
VEZT,ENST00000436874.1,chr12,95611521,+,GENCODE
VGF,ENST00000249330.2,chr7,100808873,-,GENCODE
VGF,ENST00000445482.2,chr7,100808394,-,GENCODE
VGLL1,ENST00000370634.3,chrX,135614310,+,GENCODE
VGLL2,ENST00000326274.5,chr6,117586736,+,GENCODE
VGLL3,"ENST00000383698.3,ENST00000398399.2",chr3,87040262,-,GENCODE
VGLL4,ENST00000430365.2,chr3,11685397,-,GENCODE
VHL,ENST00000256474.2,chr3,10182691,+,GENCODE
VHLL,ENST00000339922.3,chr1,156269427,-,GENCODE
VIL1,ENST00000248444.5,chr2,219283814,+,GENCODE
VILL,ENST00000283713.6,chr3,38029549,+,GENCODE
VILL,ENST00000383759.2,chr3,38035077,+,GENCODE
VIM,ENST00000224237.5,chr10,17271276,+,GENCODE
VIM,ENST00000544301.1,chr10,17270257,+,GENCODE
VIMP,"ENST00000398226.3,ENST00000526049.1,ENST00000537379.1",chr15,101817667,-,GENCODE
VIP,"ENST00000367243.3,ENST00000367244.3",chr6,153071932,+,GENCODE
VIPAS39,"ENST00000343765.2,ENST00000553888.1,ENST00000557658.1",chr14,77923944,-,GENCODE
VIPR1,ENST00000325123.4,chr3,42544114,+,GENCODE
VIPR2,ENST00000262178.2,chr7,158937648,-,GENCODE
VIT,"ENST00000379241.3,ENST00000379242.3,ENST00000389975.3,ENST00000401530.1",chr2,36923922,+,GENCODE
VKORC1,ENST00000394975.2,chr16,31106277,-,GENCODE
VKORC1L1,ENST00000360768.3,chr7,65338253,+,GENCODE
VLDLR,ENST00000382099.2,chr9,2622099,+,GENCODE
VLDLR,ENST00000382100.3,chr9,2621833,+,GENCODE
VMA21,ENST00000330374.6,chrX,150565675,+,GENCODE
VMAC,ENST00000339485.3,chr19,5904868,+,GENCODE
VMO1,ENST00000328739.5,chr17,4689726,-,GENCODE
VMP1,ENST00000262291.4,chr17,57784825,+,GENCODE
VN1R1,ENST00000321039.3,chr19,57967853,-,GENCODE
VN1R2,ENST00000341702.3,chr19,53761544,+,GENCODE
VN1R4,ENST00000311170.4,chr19,53770971,-,GENCODE
VNN1,ENST00000367928.4,chr6,133035187,-,GENCODE
VNN2,ENST00000326499.6,chr6,133079146,-,GENCODE
VNN2,ENST00000525270.1,chr6,133084585,-,GENCODE
VOPP1,ENST00000285279.5,chr7,55640217,-,GENCODE
VPRBP,ENST00000335891.5,chr3,51517853,-,GENCODE
VPREB1,ENST00000403807.3,chr22,22599086,+,GENCODE
VPREB3,ENST00000248948.3,chr22,24096654,-,GENCODE
VPS11,ENST00000300793.6,chr11,118938492,+,GENCODE
VPS13A,"ENST00000357409.5,ENST00000360280.3,ENST00000376634.4,ENST00000376636.3",chr9,79792359,+,GENCODE
VPS13B,"ENST00000357162.2,ENST00000358544.2",chr8,100025493,+,GENCODE
VPS13C,"ENST00000249837.3,ENST00000261517.5,ENST00000395896.4,ENST00000395898.3",chr15,62352652,-,GENCODE
VPS13D,"ENST00000356315.4,ENST00000358136.3",chr1,12290123,+,GENCODE
VPS16,ENST00000380445.3,chr20,2821348,+,GENCODE
VPS18,ENST00000220509.5,chr15,41186627,+,GENCODE
VPS25,ENST00000253794.2,chr17,40925453,+,GENCODE
VPS26A,ENST00000263559.6,chr10,70883907,+,GENCODE
VPS26A,ENST00000373382.1,chr10,70883267,+,GENCODE
VPS26B,"ENST00000281187.5,ENST00000525095.2",chr11,134094554,+,GENCODE
VPS28,ENST00000292510.4,chr8,145653926,-,GENCODE
VPS28,ENST00000526054.1,chr8,145652365,-,GENCODE
VPS29,ENST00000549578.1,chr12,110939921,-,GENCODE
VPS33A,ENST00000267199.4,chr12,122751067,-,GENCODE
VPS33B,ENST00000333371.3,chr15,91565832,-,GENCODE
VPS35,ENST00000299138.7,chr16,46723103,-,GENCODE
VPS36,ENST00000378060.4,chr13,53024756,-,GENCODE
VPS37A,ENST00000324849.4,chr8,17104079,+,GENCODE
VPS37B,ENST00000267202.2,chr12,123380990,-,GENCODE
VPS37C,ENST00000301765.5,chr11,60929088,-,GENCODE
VPS37D,ENST00000324941.4,chr7,73082154,+,GENCODE
VPS39,ENST00000318006.5,chr15,42500513,-,GENCODE
VPS41,ENST00000310301.4,chr7,38948828,-,GENCODE
VPS45,ENST00000369130.3,chr1,150039368,+,GENCODE
VPS4A,ENST00000254950.11,chr16,69345258,+,GENCODE
VPS4B,ENST00000238497.5,chr18,61089695,-,GENCODE
VPS51,ENST00000279281.3,chr11,64863630,+,GENCODE
VPS52,ENST00000445902.2,chr6,33239670,-,GENCODE
VPS53,ENST00000437048.2,chr17,618095,-,GENCODE
VPS54,ENST00000272322.4,chr2,64246205,-,GENCODE
VPS72,ENST00000368892.4,chr1,151162688,-,GENCODE
VPS8,"ENST00000287546.4,ENST00000436792.2,ENST00000437079.3",chr3,184529939,+,GENCODE
VPS9D1,ENST00000389386.3,chr16,89787393,-,GENCODE
VRK1,ENST00000216639.3,chr14,97263640,+,GENCODE
VRK2,"ENST00000340157.4,ENST00000440705.2",chr2,58273837,+,GENCODE
VRK2,ENST00000435505.2,chr2,58134785,+,GENCODE
VRK3,"ENST00000316763.3,ENST00000377011.2,ENST00000594948.1,ENST00000601341.1",chr19,50528638,-,GENCODE
VRK3,ENST00000599538.1,chr19,50529202,-,GENCODE
VRTN,ENST00000256362.4,chr14,74815115,+,GENCODE
VSIG1,"ENST00000217957.5,ENST00000415430.3",chrX,107288221,+,GENCODE
VSIG10,ENST00000359236.5,chr12,118541752,-,GENCODE
VSIG10L,ENST00000335624.4,chr19,51845377,-,GENCODE
VSIG2,ENST00000326621.5,chr11,124622133,-,GENCODE
VSIG4,"ENST00000374737.4,ENST00000455586.2",chrX,65259957,-,GENCODE
VSIG8,ENST00000368100.1,chr1,159832446,-,GENCODE
VSNL1,ENST00000295156.4,chr2,17721919,+,GENCODE
VSNL1,ENST00000404666.2,chr2,17720392,+,GENCODE
VSNL1,ENST00000406397.1,chr2,17722426,+,GENCODE
VSTM1,ENST00000338372.2,chr19,54567206,-,GENCODE
VSTM2A,ENST00000407838.3,chr7,54610017,+,GENCODE
VSTM2B,ENST00000335523.7,chr19,30017405,+,GENCODE
VSTM2L,ENST00000373461.4,chr20,36531505,+,GENCODE
VSTM4,ENST00000332853.4,chr10,50323553,-,GENCODE
VSTM5,ENST00000409977.1,chr11,93583696,-,GENCODE
VSX1,ENST00000376709.4,chr20,25062995,-,GENCODE
VSX2,ENST00000261980.2,chr14,74706174,+,GENCODE
VTA1,ENST00000367630.4,chr6,142468366,+,GENCODE
VTCN1,ENST00000359008.4,chr1,117715887,-,GENCODE
VTCN1,ENST00000369458.3,chr1,117753555,-,GENCODE
VTI1A,ENST00000393077.2,chr10,114207015,+,GENCODE
VTI1B,ENST00000554659.1,chr14,68141547,-,GENCODE
VTN,ENST00000226218.4,chr17,26697842,-,GENCODE
VWA1,ENST00000476993.1,chr1,1371050,+,GENCODE
VWA2,ENST00000392982.3,chr10,115999088,+,GENCODE
VWA3A,ENST00000389398.5,chr16,22103862,+,GENCODE
VWA3B,ENST00000477737.1,chr2,98703654,+,GENCODE
VWA5A,"ENST00000392748.1,ENST00000456829.2",chr11,123986089,+,GENCODE
VWA5B1,ENST00000375079.2,chr1,20617411,+,GENCODE
VWA5B2,ENST00000426955.2,chr3,183948216,+,GENCODE
VWA7,ENST00000375688.4,chr6,31745070,-,GENCODE
VWA8,ENST00000379310.3,chr13,42535219,-,GENCODE
VWA9,"ENST00000313182.2,ENST00000395644.4",chr15,65903494,-,GENCODE
VWC2,ENST00000340652.4,chr7,49813256,+,GENCODE
VWC2L,ENST00000312504.5,chr2,215275788,+,GENCODE
VWCE,ENST00000335613.5,chr11,61062895,-,GENCODE
VWDE,ENST00000275358.3,chr7,12443530,-,GENCODE
VWF,ENST00000261405.5,chr12,6233840,-,GENCODE
WAC,ENST00000354911.4,chr10,28822347,+,GENCODE
WAPAL,ENST00000298767.5,chr10,88281571,-,GENCODE
WARS,ENST00000355338.2,chr14,100843141,-,GENCODE
WARS,ENST00000392882.2,chr14,100841980,-,GENCODE
WARS,ENST00000557135.1,chr14,100841683,-,GENCODE
WARS2,ENST00000235521.4,chr1,119683293,-,GENCODE
WAS,ENST00000376701.4,chrX,48542167,+,GENCODE
WASF1,"ENST00000359451.2,ENST00000392586.1,ENST00000392588.1,ENST00000392589.1",chr6,110501205,-,GENCODE
WASF1,ENST00000392587.2,chr6,110500904,-,GENCODE
WASF2,ENST00000430629.2,chr1,27816668,-,GENCODE
WASF3,ENST00000335327.5,chr13,27131886,+,GENCODE
WASH1,NM_182905,chr9,29738,-,REFSEQ
WASL,ENST00000223023.4,chr7,123389120,-,GENCODE
WBP1,"ENST00000233615.2,ENST00000409737.1",chr2,74685525,+,GENCODE
WBP11,ENST00000261167.2,chr12,14956473,-,GENCODE
WBP1L,ENST00000448841.1,chr10,104503726,+,GENCODE
WBP2,ENST00000254806.3,chr17,73851500,-,GENCODE
WBP2,ENST00000591399.1,chr17,73852587,-,GENCODE
WBP2NL,ENST00000328823.9,chr22,42394791,+,GENCODE
WBP4,ENST00000379487.3,chr13,41635409,+,GENCODE
WBP5,"ENST00000372656.3,ENST00000372661.3",chrX,102611375,+,GENCODE
WBSCR16,ENST00000329959.4,chr7,74489628,-,GENCODE
WBSCR17,ENST00000333538.5,chr7,70597154,+,GENCODE
WBSCR22,ENST00000265758.2,chr7,73097897,+,GENCODE
WBSCR27,ENST00000297873.4,chr7,73256864,-,GENCODE
WBSCR28,ENST00000320531.2,chr7,73275488,+,GENCODE
WDFY1,ENST00000233055.4,chr2,224810103,-,GENCODE
WDFY2,ENST00000298125.5,chr13,52158643,+,GENCODE
WDFY3,ENST00000295888.4,chr4,85887543,-,GENCODE
WDFY4,ENST00000325239.5,chr10,49917750,+,GENCODE
WDHD1,ENST00000360586.3,chr14,55493794,-,GENCODE
WDPCP,ENST00000272321.7,chr2,63815932,-,GENCODE
WDR1,"ENST00000382452.2,ENST00000499869.2",chr4,10118527,-,GENCODE
WDR11,ENST00000263461.6,chr10,122610686,+,GENCODE
WDR12,ENST00000261015.4,chr2,203776948,-,GENCODE
WDR13,"ENST00000218056.5,ENST00000376729.5",chrX,48455872,+,GENCODE
WDR16,ENST00000352665.5,chr17,9479943,+,GENCODE
WDR17,ENST00000280190.4,chr4,176987131,+,GENCODE
WDR18,ENST00000251289.5,chr19,984330,+,GENCODE
WDR19,ENST00000399820.3,chr4,39184023,+,GENCODE
WDR20,ENST00000342702.3,chr14,102606229,+,GENCODE
WDR24,ENST00000293883.4,chr16,740399,-,GENCODE
WDR25,"ENST00000335290.6,ENST00000402312.3,ENST00000554998.1",chr14,100842791,+,GENCODE
WDR26,ENST00000295024.6,chr1,224622000,-,GENCODE
WDR27,ENST00000333572.6,chr6,170102158,-,GENCODE
WDR3,ENST00000349139.5,chr1,118472390,+,GENCODE
WDR31,"ENST00000341761.4,ENST00000374193.4",chr9,116102554,-,GENCODE
WDR33,ENST00000322313.4,chr2,128568720,-,GENCODE
WDR34,ENST00000372715.2,chr9,131419065,-,GENCODE
WDR35,ENST00000281405.4,chr2,20189882,-,GENCODE
WDR36,ENST00000506538.2,chr5,110427413,+,GENCODE
WDR36,ENST00000513710.2,chr5,110427982,+,GENCODE
WDR37,ENST00000263150.4,chr10,1102797,+,GENCODE
WDR37,ENST00000358220.1,chr10,1095477,+,GENCODE
WDR38,ENST00000373574.1,chr9,127615754,+,GENCODE
WDR4,"ENST00000330317.2,ENST00000398208.2",chr21,44299652,-,GENCODE
WDR41,ENST00000296679.4,chr5,76788420,-,GENCODE
WDR43,ENST00000407426.3,chr2,29117508,+,GENCODE
WDR44,ENST00000254029.3,chrX,117480071,+,GENCODE
WDR45,ENST00000356463.3,chrX,48958058,-,GENCODE
WDR45,"ENST00000376368.2,ENST00000376372.3",chrX,48937560,-,GENCODE
WDR45B,ENST00000392325.4,chr17,80606410,-,GENCODE
WDR46,ENST00000374617.4,chr6,33257303,-,GENCODE
WDR47,"ENST00000369962.3,ENST00000369965.4",chr1,109584715,-,GENCODE
WDR48,ENST00000302313.5,chr3,39093488,+,GENCODE
WDR49,ENST00000308378.3,chr3,167371288,-,GENCODE
WDR49,ENST00000453925.2,chr3,167338344,-,GENCODE
WDR5,ENST00000358625.3,chr9,137001209,+,GENCODE
WDR5,ENST00000425041.1,chr9,137004913,+,GENCODE
WDR52,"ENST00000295868.2,ENST00000393845.2",chr3,113160408,-,GENCODE
WDR53,ENST00000332629.5,chr3,196295509,-,GENCODE
WDR54,ENST00000348227.4,chr2,74648856,+,GENCODE
WDR55,ENST00000358337.5,chr5,140044260,+,GENCODE
WDR59,ENST00000262144.6,chr16,75019045,-,GENCODE
WDR5B,ENST00000330689.4,chr3,122134881,-,GENCODE
WDR6,ENST00000608424.1,chr3,49044825,+,GENCODE
WDR60,ENST00000407559.3,chr7,158649268,+,GENCODE
WDR61,"ENST00000267973.2,ENST00000558311.1",chr15,78592040,-,GENCODE
WDR62,"ENST00000270301.7,ENST00000401500.2",chr19,36545855,+,GENCODE
WDR63,ENST00000294664.6,chr1,85528003,+,GENCODE
WDR64,ENST00000366552.2,chr1,241815579,+,GENCODE
WDR65,ENST00000372492.4,chr1,43637819,+,GENCODE
WDR66,ENST00000288912.4,chr12,122355767,+,GENCODE
WDR7,ENST00000254442.3,chr18,54318615,+,GENCODE
WDR70,ENST00000265107.4,chr5,37379313,+,GENCODE
WDR72,"ENST00000360509.5,ENST00000557913.1",chr15,54051844,-,GENCODE
WDR72,ENST00000396328.1,chr15,54055074,-,GENCODE
WDR73,ENST00000434634.2,chr15,85197565,-,GENCODE
WDR74,ENST00000278856.4,chr11,62607132,-,GENCODE
WDR74,ENST00000525239.1,chr11,62609280,-,GENCODE
WDR74,ENST00000529106.1,chr11,62607627,-,GENCODE
WDR75,ENST00000314761.4,chr2,190306158,+,GENCODE
WDR76,ENST00000263795.6,chr15,44119160,+,GENCODE
WDR77,ENST00000235090.5,chr1,111991997,-,GENCODE
WDR78,ENST00000371026.3,chr1,67390569,-,GENCODE
WDR81,"ENST00000309182.5,ENST00000437219.2",chr17,1619822,+,GENCODE
WDR81,ENST00000409644.1,chr17,1628253,+,GENCODE
WDR81,ENST00000419248.1,chr17,1627833,+,GENCODE
WDR81,ENST00000545662.1,chr17,1633754,+,GENCODE
WDR82,ENST00000296490.3,chr3,52312658,-,GENCODE
WDR83,ENST00000242796.4,chr19,12780516,+,GENCODE
WDR83,ENST00000418543.3,chr19,12777613,+,GENCODE
WDR83OS,ENST00000222190.5,chr19,12780216,-,GENCODE
WDR83OS,ENST00000596731.1,chr19,12782169,-,GENCODE
WDR86,ENST00000334493.6,chr7,151107105,-,GENCODE
WDR87,"ENST00000303868.5,ENST00000447313.2",chr19,38397284,-,GENCODE
WDR88,ENST00000355868.3,chr19,33622999,+,GENCODE
WDR89,ENST00000267522.3,chr14,64108124,-,GENCODE
WDR89,ENST00000394942.2,chr14,64108578,-,GENCODE
WDR90,"ENST00000293879.4,ENST00000549091.1",chr16,699370,+,GENCODE
WDR91,ENST00000354475.4,chr7,134896285,-,GENCODE
WDR92,ENST00000295121.6,chr2,68384691,-,GENCODE
WDR93,"ENST00000268130.7,ENST00000560294.1",chr15,90234043,+,GENCODE
WDR96,ENST00000357060.3,chr10,105992119,-,GENCODE
WDSUB1,ENST00000359774.4,chr2,160143309,-,GENCODE
WDSUB1,"ENST00000392796.3,ENST00000409990.3",chr2,160143082,-,GENCODE
WDTC1,"ENST00000319394.3,ENST00000361771.3",chr1,27561082,+,GENCODE
WDYHV1,ENST00000287387.2,chr8,124428964,+,GENCODE
WEE1,ENST00000450114.2,chr11,9595227,+,GENCODE
WEE2,ENST00000397541.2,chr7,141408152,+,GENCODE
WFDC1,"ENST00000219454.5,ENST00000568638.1",chr16,84328351,+,GENCODE
