File accession	File format	Software used	Encyclopedia Version	Biosample term id	Biosample type	Tissue	Type	Age	Age	Age Units	Organism	Date	Project	md5sum	Assembly	File Status	Derived from	S3 URL	Size
ENCFF345LYP	bed bed3+	candidate Cis-Regulatory Elements	ENCSR603LSO	candidate Cis-Regulatory Elements	ENCODE v4	foreskin keratinocyte	primary cell	postnatal			Homo sapiens	8/29/17	"Zhiping Weng, UMass"	99ce5c267184a4a473ab72695cc01ade	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/21/5742e970-6081-47fc-9bdc-8be4581ec747/ENCFF345LYP.bed.gz	17909555
ENCFF081BXO	bed bed3+	candidate Cis-Regulatory Elements	ENCSR206LPP	candidate Cis-Regulatory Elements	ENCODE v4	CD14-positive monocyte	primary cell	adult	21	year	Homo sapiens	8/31/17	"Zhiping Weng, UMass"	a652d382ad5d19ba95cf5a5bd3cd8656	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/d7202c1d-18b3-4eec-9b95-46ecf1385d5d/ENCFF081BXO.bed.gz	17967174
ENCFF858FZP	bed bed3+	candidate Cis-Regulatory Elements	ENCSR760XSP	candidate Cis-Regulatory Elements	ENCODE v4	middle frontal gyrus	tissue	adult	78	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	8e9e1a3f56fa25a5c335b658b7ae0f3b	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/64533fee-85dd-415e-a3b1-58cf0dee9122/ENCFF858FZP.bed.gz	17960777
ENCFF443VGG	bed bed3+	candidate Cis-Regulatory Elements	ENCSR625ZPL	candidate Cis-Regulatory Elements	ENCODE v4	HeLa-S3	cell line	adult	31	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	a6c1fb1d122b4fe9b8e6688d67534fab	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/07/10/b6687811-c876-43d4-a32a-b357565760f8/ENCFF443VGG.bed.gz	17908687
ENCFF100QNG	bed bed3+	candidate Cis-Regulatory Elements	ENCSR894ZSG	candidate Cis-Regulatory Elements	ENCODE v4	spinal cord	tissue	embryonic	89	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	219a91da2c5339c6938de08ccbacc57e	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/22754cf7-44a9-4917-bd33-64349902d777/ENCFF100QNG.bed.gz	17995118
ENCFF728VRE	bed bed3+	candidate Cis-Regulatory Elements	ENCSR677DYJ	candidate Cis-Regulatory Elements	ENCODE v4	stomach	tissue	embryonic	105	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	212e7fe1584eef57d4127e2ff65c6ad2	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/c0cfbd9e-d24d-47e2-a49d-cad5d6f66156/ENCFF728VRE.bed.gz	17979738
ENCFF160YXN	bed bed3+	candidate Cis-Regulatory Elements	ENCSR465CCG	candidate Cis-Regulatory Elements	ENCODE v4	foreskin melanocyte	primary cell	postnatal			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	be6072a31d9220d1c45f1fa30cfeb762	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/4f6a034e-5cc6-423e-a518-4c80efa47742/ENCFF160YXN.bed.gz	18050573
ENCFF095RHG	bed bed3+	candidate Cis-Regulatory Elements	ENCSR318CPM	candidate Cis-Regulatory Elements	ENCODE v4	trophoblast cell	in vitro differentiated cells	embryonic			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	900862f3e3fbce9f519a9a5e3d78e141	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/86895cc6-5c23-444f-8ebb-bccbdbaf78dd/ENCFF095RHG.bed.gz	18061848
ENCFF313VOM	bed bed3+	candidate Cis-Regulatory Elements	ENCSR669CKJ	candidate Cis-Regulatory Elements	ENCODE v4	dedifferentiated amniotic fluid mesenchymal stem cell	primary cell	embryonic	15	week	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	57ad5f5cf85337cb421a5a821bb7af16	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/68de2342-d168-4f01-b41e-089e1ae8b927/ENCFF313VOM.bed.gz	18002238
ENCFF598KKD	bed bed3+	candidate Cis-Regulatory Elements	ENCSR280DER	candidate Cis-Regulatory Elements	ENCODE v4	trophoblast cell	primary cell	embryonic	21	week	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	51657cc68daeae3d88d89df3f135a75b	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/76cef8ce-5ae0-40f9-bbad-299c8d743246/ENCFF598KKD.bed.gz	18038591
ENCFF337QMO	bed bed3+	candidate Cis-Regulatory Elements	ENCSR245RSU	candidate Cis-Regulatory Elements	ENCODE v4	placenta	tissue	embryonic	85	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	f27cfa1a43239aa47c570e3e9e3a6f9b	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/bc3d6fff-610d-4cee-87d7-d6b121a34545/ENCFF337QMO.bed.gz	18011541
ENCFF448VYX	bed bed3+	candidate Cis-Regulatory Elements	ENCSR848DWA	candidate Cis-Regulatory Elements	ENCODE v4	neutrophil	primary cell	unknown			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	9f26a6e186480a6edb188198c3614cca	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/bb861849-9e9f-44c8-996e-57f5f94bfee2/ENCFF448VYX.bed.gz	17907214
ENCFF775BVI	bed bed3+	candidate Cis-Regulatory Elements	ENCSR846MSN	candidate Cis-Regulatory Elements	ENCODE v4	CD4-positive helper T cell	primary cell	unknown			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	bde49698fc05bceb8004fe37eece7161	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/438a5ed3-91ab-4fda-8f41-3efffffdc20f/ENCFF775BVI.bed.gz	17948034
ENCFF497LEX	bed bed3+	candidate Cis-Regulatory Elements	ENCSR696IWT	candidate Cis-Regulatory Elements	ENCODE v4	WERI-Rb-1	cell line	young adult	1	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	75dd2089d047cb75b3833c1cfc7ac8a6	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/21/cd333f42-5050-428d-b1aa-d8a5472aeff9/ENCFF497LEX.bed.gz	17911471
ENCFF491AYC	bed bed3+	candidate Cis-Regulatory Elements	ENCSR573XGD	candidate Cis-Regulatory Elements	ENCODE v4	T-cell	primary cell	adult	37	year	Homo sapiens	8/30/17	"Zhiping Weng, UMass"	bb11021af08a46b490cb56d7171220cd	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/07/10/d0c33c6f-66f6-4ddb-ab17-87fd5385fd69/ENCFF491AYC.bed.gz	17897301
ENCFF748EJB	bed bed3+	candidate Cis-Regulatory Elements	ENCSR288OMC	candidate Cis-Regulatory Elements	ENCODE v4	fibroblast of villous mesenchyme	primary cell	unknown			Homo sapiens	8/29/17	"Zhiping Weng, UMass"	6939e91c90745a22cd181ff2d800fc42	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/21/72b3f18b-492e-47f3-9ed5-f85ef2e7070a/ENCFF748EJB.bed.gz	17905789
ENCFF794RIO	bed bed3+	candidate Cis-Regulatory Elements	ENCSR135DZU	candidate Cis-Regulatory Elements	ENCODE v4	muscle of arm	tissue	embryonic	91	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	33ec1aee5c6a8dd16199fa51c5a4d711	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/69f9dfec-b08c-4282-bbe1-10c5c0a96155/ENCFF794RIO.bed.gz	18014779
ENCFF635ERG	bed bed3+	candidate Cis-Regulatory Elements	ENCSR094GFO	candidate Cis-Regulatory Elements	ENCODE v4	muscle of arm	tissue	embryonic	113	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	b0da9d25ff8b0b88ebef463cd821b275	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/abb7823c-3705-46ef-9d95-ef287d732226/ENCFF635ERG.bed.gz	17974848
ENCFF987YJK	bed bed3+	candidate Cis-Regulatory Elements	ENCSR183CEL	candidate Cis-Regulatory Elements	ENCODE v4	foreskin fibroblast	primary cell	postnatal			Homo sapiens	8/30/17	"Zhiping Weng, UMass"	29bb24f8f5b467105e62afd94e02ea30	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/08/21/ec4c5b1f-76e9-4240-a833-ea1aac88e798/ENCFF987YJK.bed.gz	17907396
ENCFF784ADH	bed bed3+	candidate Cis-Regulatory Elements	ENCSR586JTY	candidate Cis-Regulatory Elements	ENCODE v4	retinal pigment epithelial cell	primary cell	unknown			Homo sapiens	8/29/17	"Zhiping Weng, UMass"	8a0c8393ce0455fb163b63c6210e75ed	hg19	released	ENCFF939SVL	https://encode-public.s3.amazonaws.com/2017/08/21/23b443f3-0da7-4545-b24d-5e70109c721a/ENCFF784ADH.bed.gz	17959048
ENCFF707IJH	bed bed3+	candidate Cis-Regulatory Elements	ENCSR489GXU	candidate Cis-Regulatory Elements	ENCODE v4	transverse colon	tissue	adult	54	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	595f6adfe6e2a438ebb66c715389d6b1	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/d515dab2-d418-4789-b1b4-d611cb5dfcae/ENCFF707IJH.bed.gz	17991820
ENCFF608FLI	bed bed3+	candidate Cis-Regulatory Elements	ENCSR437BGG	candidate Cis-Regulatory Elements	ENCODE v4	NCI-H929	cell line	adult	62	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	4cb6fbe3da8414a239bedc51006a2326	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/ae0b538e-db85-4bc4-ab1a-2c925f933feb/ENCFF608FLI.bed.gz	17923538
ENCFF271MYX	bed bed3+	candidate Cis-Regulatory Elements	ENCSR597OWU	candidate Cis-Regulatory Elements	ENCODE v4	right lung	tissue	embryonic	98	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	e23840b1d2d500ba547953358fc143a4	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/b5d1b197-844c-4751-9b7c-231e782f9841/ENCFF271MYX.bed.gz	18018077
ENCFF216KWB	bed bed3+	candidate Cis-Regulatory Elements	ENCSR307NLE	candidate Cis-Regulatory Elements	ENCODE v4	heart	tissue	embryonic	91	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	e1491e025ca86c30af2427b0b7c39149	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/8150d02b-27b1-4874-ba44-75ee9f98d538/ENCFF216KWB.bed.gz	17930955
ENCFF967ZKN	bed bed3+	candidate Cis-Regulatory Elements	ENCSR248MNZ	candidate Cis-Regulatory Elements	ENCODE v4	left kidney	tissue	embryonic	87	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	046d76f8e4f79bc0eef1849e2a38a188	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/a89f3652-e283-4542-baa9-9ca914b3aaed/ENCFF967ZKN.bed.gz	18000784
ENCFF416RWE	bed bed3+	candidate Cis-Regulatory Elements	ENCSR336YJI	candidate Cis-Regulatory Elements	ENCODE v4	right kidney	tissue	embryonic	98	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	3bdf60b0ae1ddc69d58abb78496cf51a	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/cf34f877-8718-47d5-812e-b4c5c3a6e063/ENCFF416RWE.bed.gz	18010339
ENCFF776RKQ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR559CKI	candidate Cis-Regulatory Elements	ENCODE v4	limb	tissue	embryonic	53	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	8896fa40e35079e884eafd9f2f428a8f	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/df8553aa-9f00-4d6f-bf13-4aa435fa151f/ENCFF776RKQ.bed.gz	17979060
ENCFF368NIK	bed bed3+	candidate Cis-Regulatory Elements	ENCSR302YSP	candidate Cis-Regulatory Elements	ENCODE v4	astrocyte of the spinal cord	primary cell	unknown			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	eadde545d9249921cf6c3764f7fcfc1f	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/5e1879dd-d21a-440d-a972-69d6dea87f81/ENCFF368NIK.bed.gz	17923912
ENCFF768HKV	bed bed3+	candidate Cis-Regulatory Elements	ENCSR153FZD	candidate Cis-Regulatory Elements	ENCODE v4	thoracic segment muscle	tissue	embryonic	108	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	6e23009aad9c45f17fad760f17ffd212	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/2ca38a77-bbd2-4c50-9650-0ced6e541b4e/ENCFF768HKV.bed.gz	18011254
ENCFF861SRE	bed bed3+	candidate Cis-Regulatory Elements	ENCSR440SKA	candidate Cis-Regulatory Elements	ENCODE v4	lung	tissue	embryonic	120	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	e151fda57d00c570df9b6b2f8dccda2c	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/96312403-0a67-4610-ab27-a8889914c349/ENCFF861SRE.bed.gz	17871700
ENCFF497AXD	bed bed3+	candidate Cis-Regulatory Elements	ENCSR441JBK	candidate Cis-Regulatory Elements	ENCODE v4	H1	cell line	embryonic			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	3c569190e6441812af5a9f1fb49efd74	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/c900577b-764d-4d7e-8a9d-6e37423bb265/ENCFF497AXD.bed.gz	18015515
ENCFF297WXV	bed bed3+	candidate Cis-Regulatory Elements	ENCSR998VPL	candidate Cis-Regulatory Elements	ENCODE v4	left kidney	tissue	embryonic	115	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	216823b0fd85d5a8c66c6b2d7ec95643	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/97253fe2-b6b5-4540-9e40-8c13c51ecd70/ENCFF297WXV.bed.gz	17998572
ENCFF894GPZ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR689KVR	candidate Cis-Regulatory Elements	ENCODE v4	GM23338	cell line	adult	53	year	Homo sapiens	8/31/17	"Zhiping Weng, UMass"	f474448e47dd80903d3f5dd7834f6567	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/abbebcf6-f57f-4a44-b916-5da05ad59784/ENCFF894GPZ.bed.gz	18025752
ENCFF089CMB	bed bed3+	candidate Cis-Regulatory Elements	ENCSR922KZG	candidate Cis-Regulatory Elements	ENCODE v4	IMR-90	cell line	embryonic	16	week	Homo sapiens	8/31/17	"Zhiping Weng, UMass"	16cfb334a35a64a15d157298fc746b86	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/051d3c88-725a-42a9-96f2-04a3aba00f43/ENCFF089CMB.bed.gz	18002336
ENCFF823TSB	bed bed3+	candidate Cis-Regulatory Elements	ENCSR292VOQ	candidate Cis-Regulatory Elements	ENCODE v4	skeletal muscle myoblast	primary cell	adult	22	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	963503e9507f5a774cf1f0dff8d5045b	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/07/10/3c1c006f-6d9f-4994-97b2-704bc8aeab80/ENCFF823TSB.bed.gz	17907857
ENCFF740JXN	bed bed3+	candidate Cis-Regulatory Elements	ENCSR360PTV	candidate Cis-Regulatory Elements	ENCODE v4	MCF-7	cell line	adult	69	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	21fb8a6f209a03c1c912e43c30c9dead	hg19	released	ENCFF939SVL	https://encode-public.s3.amazonaws.com/2017/08/22/dbe2a681-e7a6-47eb-86ae-9a97da6fc746/ENCFF740JXN.bed.gz	17968355
ENCFF372KQO	bed bed3+	candidate Cis-Regulatory Elements	ENCSR295EZN	candidate Cis-Regulatory Elements	ENCODE v4	HS-27A	cell line	adult			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	835f1b40495322d279520e363f39c808	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/8ced118a-3f2f-4970-8d73-2f61f9bfe82d/ENCFF372KQO.bed.gz	17989380
ENCFF251JZE	bed bed3+	candidate Cis-Regulatory Elements	ENCSR835JBT	candidate Cis-Regulatory Elements	ENCODE v4	astrocyte	primary cell	unknown			Homo sapiens	8/30/17	"Zhiping Weng, UMass"	45918e08c8f42e5c28430523b7fe7b2c	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/08/21/0da5587f-4ab2-4444-a467-e8bba087bb3f/ENCFF251JZE.bed.gz	17940953
ENCFF784ODG	bed bed3+	candidate Cis-Regulatory Elements	ENCSR604KSY	candidate Cis-Regulatory Elements	ENCODE v4	SK-N-SH	cell line	young adult	4	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	6fc61dc4128af77b69706cd99f08176f	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/21/535d8392-b501-459d-8c7d-b5439408e0fe/ENCFF784ODG.bed.gz	17891308
ENCFF136RYI	bed bed3+	candidate Cis-Regulatory Elements	ENCSR242ISR	candidate Cis-Regulatory Elements	ENCODE v4	K562	cell line	adult	53	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	16a9c1096c6ad49c0edae9aa73f5150b	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/07/10/13f8674b-005f-4815-ba7f-b1e53f8d0d5b/ENCFF136RYI.bed.gz	17881847
ENCFF247IBC	bed bed3+	candidate Cis-Regulatory Elements	ENCSR914BYT	candidate Cis-Regulatory Elements	ENCODE v4	right lung	tissue	embryonic	105	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	3a009e5db3a2805d9c5d4d2149b18d16	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/7c446c79-7bae-4471-ab6a-c88a66cf1eb5/ENCFF247IBC.bed.gz	18000715
ENCFF634NUE	bed bed3+	candidate Cis-Regulatory Elements	ENCSR336URC	candidate Cis-Regulatory Elements	ENCODE v4	spleen	tissue	adult	30	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	1de687fe01737fa05f21d4b57b9ae77d	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/07/10/1e750ca5-d99c-4ea6-ac15-4c1baf57f0b7/ENCFF634NUE.bed.gz	17918912
ENCFF550MPR	bed bed3+	candidate Cis-Regulatory Elements	ENCSR696RXR	candidate Cis-Regulatory Elements	ENCODE v4	fibroblast of skin of abdomen	primary cell	embryonic	97	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	c2db5181a6b4c73889d440f3ae9de63e	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/c7729b37-b9b9-44bb-a7da-416a495e8d37/ENCFF550MPR.bed.gz	18013613
ENCFF817JRA	bed bed3+	candidate Cis-Regulatory Elements	ENCSR931BGM	candidate Cis-Regulatory Elements	ENCODE v4	fibroblast of gingiva	primary cell	adult	24	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	1e1fa6004a732f943fe244186f189547	hg19	released	ENCFF939SVL	https://encode-public.s3.amazonaws.com/2017/07/10/706100e7-a6a0-4c67-aa9f-5106546326a2/ENCFF817JRA.bed.gz	17951292
ENCFF157EZM	bed bed3+	candidate Cis-Regulatory Elements	ENCSR930YTS	candidate Cis-Regulatory Elements	ENCODE v4	"common myeloid progenitor, CD34-positive"	primary cell	adult	42	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	1a3b466fffb662a478ce924bcf705e6d	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/07/10/575360e1-763d-4485-95cf-12e872d6d90e/ENCFF157EZM.bed.gz	17944171
ENCFF213HUR	bed bed3+	candidate Cis-Regulatory Elements	ENCSR134QYH	candidate Cis-Regulatory Elements	ENCODE v4	Ammon's horn	tissue	adult	84	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	b524b343a3347dfe91ad60f3fbc0658a	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/fb202914-47e5-4913-b78d-d155c4d02f3b/ENCFF213HUR.bed.gz	17997353
ENCFF967VCS	bed bed3+	candidate Cis-Regulatory Elements	ENCSR817WMF	candidate Cis-Regulatory Elements	ENCODE v4	adrenal gland	tissue	embryonic	108	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	cbc0984717397290501400e84d68ac29	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/e0b01aa1-e7fa-4595-8268-135bfa9d5d7a/ENCFF967VCS.bed.gz	17985821
ENCFF124NCN	bed bed3+	candidate Cis-Regulatory Elements	ENCSR584GVZ	candidate Cis-Regulatory Elements	ENCODE v4	SK-N-SH	cell line	young adult	4	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	3ab2c0b43e064a50a8c1bbc86d6760c1	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/5e9e4fae-ce99-44be-ad00-5239fffda3ef/ENCFF124NCN.bed.gz	18024770
ENCFF366XRL	bed bed3+	candidate Cis-Regulatory Elements	ENCSR416ERL	candidate Cis-Regulatory Elements	ENCODE v4	Loucy	cell line	adult	38	year	Homo sapiens	8/30/17	"Zhiping Weng, UMass"	fb6d5b60049daead0f15915149d985f8	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/07/10/a610e6cf-6bd4-4bf9-b07c-1a6600124cfc/ENCFF366XRL.bed.gz	17915757
ENCFF023YBB	bed bed3+	candidate Cis-Regulatory Elements	ENCSR062XDZ	candidate Cis-Regulatory Elements	ENCODE v4	body of pancreas	tissue	adult	37	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	e4c7621764819deb5926cffb8c52a175	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/21/bb1690c8-038d-4f21-88cf-e518fcd7f9d6/ENCFF023YBB.bed.gz	17890268
ENCFF464COM	bed bed3+	candidate Cis-Regulatory Elements	ENCSR813WYP	candidate Cis-Regulatory Elements	ENCODE v4	left lung	tissue	embryonic	91	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	c1cfa9e04d8cd65b6176b9842842fca4	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/bd5816a8-9dfc-479c-a4df-d209356fde25/ENCFF464COM.bed.gz	18000468
ENCFF121MJF	bed bed3+	candidate Cis-Regulatory Elements	ENCSR701HBD	candidate Cis-Regulatory Elements	ENCODE v4	H9	cell line	embryonic	5	day	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	2333ed476ebf43740a7e17fb0077eea6	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/21/5cedf2f7-da84-48cc-9713-1eaa2ae27375/ENCFF121MJF.bed.gz	17918256
ENCFF214ZIX	bed bed3+	candidate Cis-Regulatory Elements	ENCSR906ZEW	candidate Cis-Regulatory Elements	ENCODE v4	H9	cell line	embryonic	5	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	fda0984c1cec6424a3ce07bac699cfa8	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/c8e471b8-8ae3-42e9-b647-f4e19e557d5a/ENCFF214ZIX.bed.gz	17961903
ENCFF274AAO	bed bed3+	candidate Cis-Regulatory Elements	ENCSR821ABB	candidate Cis-Regulatory Elements	ENCODE v4	B cell	primary cell	adult	27	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	9c92f6cee8f7f3e44e7a27b6a4f910e7	hg19	released	ENCFF939SVL	https://encode-public.s3.amazonaws.com/2017/07/10/e05f8f1d-09ce-45af-b51c-9045cf52c227/ENCFF274AAO.bed.gz	17939326
ENCFF039SCX	bed bed3+	candidate Cis-Regulatory Elements	ENCSR207FCK	candidate Cis-Regulatory Elements	ENCODE v4	B cell	primary cell	adult	43	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	8b6b0937954abfbdf08a3111f071ddb9	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/3721d4d6-7a57-4568-a1cb-b6cfecf0ae9c/ENCFF039SCX.bed.gz	17868925
ENCFF173KVI	bed bed3+	candidate Cis-Regulatory Elements	ENCSR011PVR	candidate Cis-Regulatory Elements	ENCODE v4	vagina	tissue	adult	53	year	Homo sapiens	8/30/17	"Zhiping Weng, UMass"	3f6f09194edf5060df6b74470a237b21	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/07/10/602b63cc-2321-4c2d-8a79-d425603f3c13/ENCFF173KVI.bed.gz	17929946
ENCFF348NZA	bed bed3+	candidate Cis-Regulatory Elements	ENCSR279YBK	candidate Cis-Regulatory Elements	ENCODE v4	vagina	tissue	adult	53	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	97b22a4f34cc6443cce6de65bf0fe8b8	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/ff1eb03c-f620-4d30-9d14-49b061642e2d/ENCFF348NZA.bed.gz	17979071
ENCFF207BUC	bed bed3+	candidate Cis-Regulatory Elements	ENCSR352PFS	candidate Cis-Regulatory Elements	ENCODE v4	brain	tissue	embryonic	122	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	33d5e82256775f0589266ba3f11d1e9d	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/62e8d585-5f38-4918-9b2a-a4559eba44c8/ENCFF207BUC.bed.gz	17868503
ENCFF850HCP	bed bed3+	candidate Cis-Regulatory Elements	ENCSR117AJU	candidate Cis-Regulatory Elements	ENCODE v4	sigmoid colon	tissue	young adult	3	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	d7ad28dc91c14e915b27ad941cb50e98	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/2a37c422-c8bd-4c5c-ab01-4b5b6b7fb06e/ENCFF850HCP.bed.gz	17972019
ENCFF904GMC	bed bed3+	candidate Cis-Regulatory Elements	ENCSR925JHG	candidate Cis-Regulatory Elements	ENCODE v4	Caki2	cell line	adult	69	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	645a0a0689029a1f8b07df2a7370bb20	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/9f5437df-10e4-4538-9d26-c205b036ddc6/ENCFF904GMC.bed.gz	17987686
ENCFF804ANT	bed bed3+	candidate Cis-Regulatory Elements	ENCSR668UZM	candidate Cis-Regulatory Elements	ENCODE v4	NCI-H460	cell line	unknown			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	dc576e73d036a7cb97b8483caea2fdb9	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/0062e7bc-8ce7-4220-8fe1-3cb8d8dbcb20/ENCFF804ANT.bed.gz	17965830
